A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U
9942613262,https://smartstore.naver.com/magussa5/products/9942613262,https://www.ugg.com/women-sale-slippers/scuffita/1123572S.html,nan,UGG,"BLACK,CHARCOAL,CHERRY PIE","BLACK(US_6(230),US_7(240)),CHARCOAL(US_5(220)),CHERRY PIE(US_6(230),US_7(240))",2024/03/17/12:10:09,2024/03/17/12:10:09,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"SAND,BLACK,CHARCOAL,CHERRY PIE","SAND(US_8(250)),BLACK(US_6(230),US_7(240),US_8(250),US_11(280)),CHARCOAL(US_5(220)),CHERRY PIE(US_6(230),US_7(240))",nan,nan,nan,nan,nan,nan,nan,Scuffita,62.99
9942601471,https://smartstore.naver.com/magussa5/products/9942601471,https://www.ugg.com/women-sale-sneakers-flats/cottage-clog/1143834.html,nan,UGG,"CHESTNUT,CHERRY PIE","CHESTNUT(US_5(220)),CHERRY PIE(US_5(220),US_6(230),US_7(240))",2024/03/17/12:12:20,2024/03/17/12:12:20,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"CHESTNUT,CHERRY PIE","CHESTNUT(US_5(220),US_7(240)),CHERRY PIE(US_5(220),US_6(230),US_7(240),US_10(270))",nan,nan,nan,nan,nan,nan,nan,Cottage Clog,90.99
9942590751,https://smartstore.naver.com/magussa5/products/9942590751,https://www.ugg.com/women-sale-slippers/ansley-uggbraid/1143975.html,nan,UGG,"NATURAL,BLACK,HARDWOOD","NATURAL(US_5(220),US_6(230),US_7(240)),BLACK(US_5(220),US_6(230),US_7(240)),HARDWOOD(US_5(220))",2024/03/17/12:14:58,2024/03/17/12:14:58,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"NATURAL,BLACK,HARDWOOD","NATURAL(US_5(220),US_6(230),US_7(240),US_8(250),US_10(270)),BLACK(US_5(220),US_6(230),US_7(240),US_9(260)),HARDWOOD(US_5(220),US_8(250))",nan,nan,nan,nan,nan,nan,nan,Ansley UGGbraid,76.99
9942578033,https://smartstore.naver.com/magussa5/products/9942578033,https://www.ugg.com/women-sale-slippers/spaceslider-jersey-bootie/1151652.html,nan,UGG,"NEUTRAL,BLACK","NEUTRAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",2024/03/15/21:54:17,2024/03/17/12:16:49,변경 완료(가격만 변동),"NEUTRAL,BLACK","NEUTRAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",nan,nan,nan,nan,nan,nan,nan,Spaceslider Jersey Bootie,90.99
9942565673,https://smartstore.naver.com/magussa5/products/9942565673,https://www.ugg.com/women-sale-slippers/fuzz-sugar-clog/1130950.html,nan,UGG,"NATURAL,STARFISH PINK,BLACK","NATURAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),STARFISH PINK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",2024/02/12/13:54:34,2024/03/17/12:19:08,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,Fuzz Sugar Clog,83.99
9942248674,https://smartstore.naver.com/magussa5/products/9942248674,https://www.ugg.com/women-sale-slippers/spaceslider-jersey-slipper/1151651.html,nan,UGG,"NEUTRAL,BLACK","NEUTRAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",2024/03/17/12:21:18,2024/03/17/12:21:18,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"NEUTRAL,BLACK","NEUTRAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",nan,nan,nan,nan,nan,nan,nan,Spaceslider Jersey Slipper,69.99
9942225046,https://smartstore.naver.com/magussa5/products/9942225046,https://www.ugg.com/women-sale-slippers/spaceslider-tech-slide/1143951.html,nan,UGG,"WHITE,BLACK","WHITE(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/02/12/11:39:36,2024/03/17/12:23:10,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,Spaceslider Tech Slide,83.99
9942203591,https://smartstore.naver.com/magussa5/products/9942203591,https://www.ugg.com/women-sale-slippers/spaceslider-slipper/1146092.html,nan,UGG,"BLACK,SILVER","BLACK(US_11(280)),SILVER(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",2024/03/17/12:25:20,2024/03/17/12:25:20,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"BLACK,SILVER","BLACK(US_8(250),US_9(260)),SILVER(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270))",nan,nan,nan,nan,nan,nan,nan,Spaceslider Slipper,69.99
9942181511,https://smartstore.naver.com/magussa5/products/9942181511,https://www.ugg.com/women-sale-slippers/hi-shine-spaceslider-slide/1149033.html,nan,UGG,"SILVER,BLACK","SILVER(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280))",2024/03/15/22:05:31,2024/03/17/12:27:12,변경 완료(가격만 변동),"SILVER,BLACK","SILVER(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280))",nan,nan,nan,nan,nan,nan,nan,Hi Shine Spaceslider Slide,90.99
9942170045,https://smartstore.naver.com/magussa5/products/9942170045,https://www.ugg.com/women-sale-slippers/plushy-slipper/1143952S.html,nan,UGG,"NATURAL/ CHESTNUT,BLACK","NATURAL/ CHESTNUT(US_5(220),US_6(230),US_7(240),US_11(280),US_12(290)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/03/17/12:29:21,2024/03/17/12:29:21,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"NATURAL/ CHESTNUT,BLACK","NATURAL/ CHESTNUT(US_7(240),US_8(250),US_11(280)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Plushy Slipper,62.99
9942151081,https://smartstore.naver.com/magussa5/products/9942151081,https://www.ugg.com/women-sale-slippers/disquette-felted/1143986.html,nan,UGG,GREY,"GREY(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/03/15/22:10:30,2024/03/15/22:10:30,품절 상태로 변경 완료,"FOREST NIGHT,GREY","FOREST NIGHT(US_9(260)),GREY(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Disquette Felted,83.99
9942131575,https://smartstore.naver.com/magussa5/products/9942131575,https://www.ugg.com/all-gender-footwear/tasman-crafted-regenerate/1152747.html,nan,UGG,SAND,"SAND(US_4(210),US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290),US_13(300),US_14(310))",2024/03/17/12:30:53,2024/03/17/12:30:53,품절 상태로 변경 완료,SAND,"SAND(03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14)",nan,nan,nan,nan,nan,nan,nan,Tasman Crafted Regenerate,160.0
9942122973,https://smartstore.naver.com/magussa5/products/9942122973,https://www.ugg.com/women-heels/funkette/1113474.html,nan,UGG,BLACK,"BLACK(US_10(270),US_11(280),US_12(290))",2024/02/28/00:08:25,2024/03/17/12:32:31,스토어에 상품이 없습니다.,BLACK,"BLACK(US_9(260),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Funkette,130.0
9942113485,https://smartstore.naver.com/magussa5/products/9942113485,https://www.ugg.com/women-heels/disquette/1122550.html,nan,UGG,"BLACK,CHARCOAL,CHESTNUT","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_12(290)),CHARCOAL(US_5(220),US_6(230),US_12(290)),CHESTNUT(US_11(280))",2024/03/17/12:35:35,2024/03/17/12:35:35,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"BLACK,CHARCOAL","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280)),CHARCOAL(US_5(220),US_6(230),US_7(240),US_9(260),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Disquette,110.0
9941285011,https://smartstore.naver.com/magussa5/products/9941285011,https://www.ugg.com/women-slippers/classic-slipper-ii/1130876.html,nan,UGG,BLACK,"BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/03/17/12:38:08,2024/03/17/12:38:08,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"BLACK,CHESTNUT","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),CHESTNUT(US_12(290))",nan,nan,nan,nan,nan,nan,nan,Classic Slipper II,120.0
9941273426,https://smartstore.naver.com/magussa5/products/9941273426,https://www.ugg.com/women-slippers/scuffette-ii-regenerate/1143953.html,nan,UGG,"CHESTNUT,FOREST NIGHT","CHESTNUT(US_5(220),US_6(230),US_9(260),US_12(290)),FOREST NIGHT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/03/17/12:40:15,2024/03/17/12:40:15,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"CHESTNUT,FOREST NIGHT","CHESTNUT(US_5(220),US_6(230),US_12(290)),FOREST NIGHT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Scuffette II Regenerate,115.0
9941262344,https://smartstore.naver.com/magussa5/products/9941262344,https://www.ugg.com/women-slippers/coquette-slipper/5125.html,nan,UGG,"BLACK,CHESTNUT,GREY","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),CHESTNUT(US_5(220),US_6(230),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),GREY(US_5(220),US_6(230),US_7(240),US_12(290))",2024/03/15/22:26:30,2024/03/17/12:42:29,변경 완료(가격만 변동),"BLACK,CHESTNUT,GREY,SHADED CLOVER","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),GREY(US_5(220),US_6(230),US_8(250),US_12(290)),SHADED CLOVER(US_6(230))",nan,nan,nan,nan,nan,nan,nan,Coquette Slipper,120.0
9941238068,https://smartstore.naver.com/magussa5/products/9941238068,https://www.ugg.com/women-slippers/tazzle/1152677.html,nan,UGG,"CHESTNUT,SHADED CLOVER,CHARCOAL,BLACK","CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),SHADED CLOVER(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),CHARCOAL(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/02/12/03:45:23,2024/03/17/12:45:11,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,Tazzle,130.0
9941223775,https://smartstore.naver.com/magussa5/products/9941223775,https://www.ugg.com/women-slippers/tazz/1122553.html,nan,UGG,"CHESTNUT,SAND,GOOSE,BLACK","CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_12(290)),SAND(US_9(260),US_10(270),US_11(280),US_12(290)),GOOSE(US_8(250),US_10(270),US_11(280)),BLACK(US_11(280),US_12(290))",2024/03/17/12:48:10,2024/03/17/12:48:10,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"CHESTNUT,SAND,GOOSE,BLACK","CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_12(290)),SAND(US_9(260),US_10(270),US_11(280),US_12(290)),GOOSE(US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Tazz,130.0
9941197694,https://smartstore.naver.com/magussa5/products/9941197694,https://www.ugg.com/women-sandals/ileana-ankle/1139052.html,nan,UGG,"CHESTNUT,BLACK","CHESTNUT(US_5(220),US_5.5(225),US_6(230),US_7(240),US_7.5(245),US_8(250),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/03/15/22:36:22,2024/03/17/12:49:54,변경 완료(가격만 변동),"CHESTNUT,BLACK","CHESTNUT(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Ileana Ankle,120.0
9941173669,https://smartstore.naver.com/magussa5/products/9941173669,https://www.ugg.com/women-sandals/ileana-wrap/1152669.html,nan,UGG,"BLACK,SAND","BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),SAND(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/02/24/23:47:40,2024/03/17/12:53:13,변경 완료(가격만 변동),"BLACK,SAND","BLACK(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),SAND(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Ileana Wrap,120.0
9941161353,https://smartstore.naver.com/magussa5/products/9941161353,https://www.ugg.com/women-sandals/ashton-ankle/1136764.html,nan,UGG,"JASMINE,SHADED CLOVER,BLACK","JASMINE(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),SHADED CLOVER(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/02/24/23:50:49,2024/03/17/12:55:24,변경 완료(가격만 변동),"JASMINE,SHADED CLOVER,BLACK","JASMINE(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),SHADED CLOVER(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),BLACK(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Ashton Ankle,120.0
9940079777,https://smartstore.naver.com/magussa5/products/9940079777,https://www.ugg.com/women-sandals/capitelle-crossband/1152672.html,nan,UGG,"BLACK,COGNAC,JASMINE","BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),COGNAC(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),JASMINE(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/02/24/23:53:56,2024/03/17/12:57:33,변경 완료(가격만 변동),"BLACK,COGNAC,JASMINE","BLACK(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),COGNAC(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),JASMINE(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Capitelle Crossband,120.0
9940064671,https://smartstore.naver.com/magussa5/products/9940064671,https://www.ugg.com/women-sandals/sunskip-slide/1152695.html,nan,UGG,"BLACK,OFF WHITE","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290)),OFF WHITE(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270),US_11(280),US_12(290))",2024/02/11/18:32:42,2024/03/17/12:59:17,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,Sunskip Slide,140.0
9940057442,https://smartstore.naver.com/magussa5/products/9940057442,https://www.ugg.com/women-sandals/capitelle-strap/1152674.html,nan,UGG,"BLACK,BURNT OLIVE,COGNAC,JASMINE","BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),BURNT OLIVE(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),COGNAC(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),JASMINE(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/02/25/00:01:37,2024/03/17/13:01:52,변경 완료(가격만 변동),"BLACK,BURNT OLIVE,COGNAC,JASMINE","BLACK(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),BURNT OLIVE(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),COGNAC(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),JASMINE(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Capitelle Strap,130.0
9940025418,https://smartstore.naver.com/magussa5/products/9940025418,https://www.ugg.com/women-sandals/goldenstar-hi-slingback/1152652.html,nan,UGG,"BLACK,CHESTNUT","BLACK(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290)),CHESTNUT(US_5(220),US_5.5(225),US_6(230),US_6.5(235),US_7(240),US_7.5(245),US_8(250),US_8.5(255),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/02/25/00:12:21,2024/03/17/13:03:36,변경 완료(가격만 변동),"BLACK,CHESTNUT","BLACK(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290)),CHESTNUT(US_5(220),US_05.5(225),US_6(230),US_06.5(235),US_7(240),US_07.5(245),US_8(250),US_08.5(255),US_9(260),US_09.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Goldenstar Hi Slingback,140.0
9940002059,https://smartstore.naver.com/magussa5/products/9940002059,https://www.ugg.com/women-sale-boots/hapsburg-duck/1120785S.html,nan,UGG,CHESTNUT LEATHER,"CHESTNUT LEATHER(US_7(240),US_8(250))",2024/03/15/22:50:57,2024/03/17/13:04:55,변경 완료(가격만 변동),CHESTNUT LEATHER,"CHESTNUT LEATHER(US_6(230),US_8(250),US_9(260))",nan,nan,nan,nan,nan,nan,nan,Hapsburg Duck,118.99
9939988343,https://smartstore.naver.com/magussa5/products/9939988343,https://www.ugg.com/women-heels/romely-short-buckle/1132993.html,nan,UGG,CHESTNUT,"CHESTNUT(US_5(220),US_10.5(275),US_11.5(285),US_12(290))",2024/03/17/13:07:42,2024/03/17/13:07:42,변경 완료(이전과 동일하지 않아)(가격과 사이즈),CHESTNUT,"CHESTNUT(US_5(220),US_7(240),US_7.5(245),US_8(250),US_9(260),US_10.5(275),US_11.5(285),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Romely Short Buckle,104.99
9939980469,https://smartstore.naver.com/magussa5/products/9939980469,https://www.ugg.com/women-sale-boots/ultra-mini-platform-hi-shine/1144048.html,nan,UGG,"BLACK,NAVY IRIDESCENT","BLACK(US_5(220),US_6(230),US_7(240),US_9(260),US_10(270)),NAVY IRIDESCENT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260))",2024/03/17/13:09:45,2024/03/17/13:09:45,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"BLACK,NAVY IRIDESCENT","BLACK(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_10(270)),NAVY IRIDESCENT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260),US_11(280))",nan,nan,nan,nan,nan,nan,nan,Ultra Mini Platform Hi Shine,118.99
9939961276,https://smartstore.naver.com/magussa5/products/9939961276,https://www.ugg.com/women-sale-boots/brisbane-mid/1143843.html,nan,UGG,BLACK,"BLACK(US_7(240),US_8(250),US_9.5(265),US_10(270),US_11(280),US_12(290))",2024/03/17/13:11:22,2024/03/17/13:11:22,변경 완료(이전과 동일하지 않아)(가격과 사이즈),BLACK,"BLACK(US_7(240),US_8(250),US_9(260),US_9.5(265),US_10(270),US_11(280),US_12(290))",nan,nan,nan,nan,nan,nan,nan,Brisbane Mid,125.99
9939953148,https://smartstore.naver.com/magussa5/products/9939953148,https://www.ugg.com/women-sale-boots/classic-short-matte-marble/1151730.html,nan,UGG,"ARROYO,DARK GREY","ARROYO(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260)),DARK GREY(US_5(220),US_6(230),US_7(240))",2024/03/15/23:02:01,2024/03/17/13:13:07,변경 완료(가격만 변동),"ARROYO,DARK GREY","ARROYO(US_5(220),US_6(230),US_7(240),US_8(250)),DARK GREY(US_5(220),US_6(230),US_7(240))",nan,nan,nan,nan,nan,nan,nan,Classic Short Matte Marble,132.99
9939937948,https://smartstore.naver.com/magussa5/products/9939937948,https://www.ugg.com/women-sale-boots/sunburst-mini/1130728.html,nan,UGG,"CHESTNUT,BLACK,GREY","CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250)),BLACK(US_5(220),US_6(230),US_7(240),US_8(250)),GREY(US_5(220),US_6(230))",2024/03/17/13:15:36,2024/03/17/13:15:36,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"CHESTNUT,BLACK,GREY","CHESTNUT(US_5(220),US_6(230),US_7(240),US_8(250),US_9(260)),BLACK(US_5(220),US_6(230),US_7(240)),GREY(US_5(220),US_6(230),US_7(240))",nan,nan,nan,nan,nan,nan,nan,Sunburst Mini,146.99
9939928665,https://smartstore.naver.com/magussa5/products/9939928665,https://www.ugg.com/women-sale-boots/classic-mini-zipper-tape-logo/1144034S.html,nan,UGG,"CHESTNUT,BLACK,BURNT OLIVE","CHESTNUT(US_5(220),US_6(230)),BLACK(US_5(220),US_7(240),US_8(250)),BURNT OLIVE(US_5(220),US_6(230))",2024/03/17/13:18:04,2024/03/17/13:18:04,변경 완료(이전과 동일하지 않아)(가격과 사이즈),"CHESTNUT,BLACK,BURNT OLIVE","CHESTNUT(US_5(220),US_6(230),US_7(240)),BLACK(US_5(220),US_7(240),US_8(250)),BURNT OLIVE(US_5(220),US_6(230))",nan,nan,nan,nan,nan,nan,nan,Classic Mini Zipper Tape Logo,118.99
